NAME,TEAM,POS,AGE,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,MPT,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ALLSTAR,TEAM_STANDING
Isaac Bonga, WAS, SF,20,58,41,17.7,1.7,3.2, .522,0.4,0.9,0.4,1.3,2.2,0.574,0.5820000000000001,0.9,1.1,0.813,1.1,2.1,3.2,1.1,0.6,0.4,0.7,2.3,4.6,20,1025,10.7,0.627,0.299,0.348,6.3,13.6,9.8,7.7,1.7,1.8,16.2,10.3,1.3,0.4,1.7,0.081,-2.4,0.0,-2.4,-0.1,0,22
Devin Booker, PHO, SG,23,62,62,36.1,8.8,18.0, .487,2.0,5.6,0.36,6.7,12.4,0.544,0.5429999999999999,6.5,7.1,0.9159999999999999,0.4,3.7,4.2,6.6,0.7,0.3,3.9,3.0,26.1,23,2241,19.8,0.617,0.313,0.395,1.3,11.7,6.4,30.2,1.0,0.6,15.7,29.5,4.8,1.2,6.0,0.129,3.1,-1.4,1.7,2.1,1,21
Chris Boucher, TOR, PF,27,55,0,13.2,2.2,4.7, .458,0.5,1.8,0.28300000000000003,1.7,2.9,0.565,0.512,1.5,1.9,0.7959999999999999,1.7,2.7,4.4,0.4,0.4,1.0,0.4,1.9,6.3,27,724,19.8,0.57,0.381,0.396,14.0,21.1,17.7,4.7,1.3,7.1,7.0,19.4,1.7,1.5,3.2,0.214,0.4,1.0,1.4,0.6,0,3
Brian Bowen, IND, SG,21,5,1,5.8,0.4,1.8, .222,0.0,0.4,0.0,0.4,1.4,0.28600000000000003,0.222,0.0,0.0,,0.2,1.2,1.4,0.0,0.0,0.2,0.2,0.4,0.8,21,29,-2.0,0.222,0.222,0.0,3.8,22.7,13.3,0.0,0.0,3.0,10.0,15.2,-0.1,0.0,-0.1,-0.154,-9.7,-2.1,-11.8,-0.1,0,11
Ky Bowman, GSW, PG,22,45,12,22.6,3.0,7.1, .417,0.7,2.4,0.308,2.2,4.8,0.47200000000000003,0.469,0.8,0.9,0.8290000000000001,0.5,2.2,2.7,2.9,1.0,0.2,1.6,2.3,7.4,22,1015,9.2,0.494,0.33299999999999996,0.128,2.5,10.7,6.5,19.4,2.1,0.9,17.1,17.2,-0.6,0.6,-0.1,-0.003,-4.0,-0.3,-4.3,-0.6,0,30
Avery Bradley, LAL, SG,29,49,44,24.2,3.5,7.8, .444,1.3,3.5,0.364,2.2,4.3,0.51,0.526,0.4,0.5,0.833,0.4,2.0,2.3,1.3,0.9,0.1,1.0,2.2,8.6,29,1186,8.9,0.537,0.452,0.063,1.7,8.7,5.3,7.1,1.7,0.4,10.7,15.7,0.2,1.4,1.6,0.066,-2.9,0.5,-2.4,-0.1,0,2
Tony Bradley, UTA, C,22,50,2,10.7,2.1,3.1, .665,0.0,0.0,1.0,2.0,3.1,0.662,0.6679999999999999,0.5,0.8,0.65,1.8,2.5,4.3,0.3,0.2,0.5,0.5,2.0,4.7,22,535,21.8,0.675,0.006,0.258,19.3,24.7,22.1,4.9,1.1,3.9,11.8,16.1,1.8,0.9,2.7,0.242,0.9,0.4,1.3,0.4,0,7
Jarrell Brantley, UTA, PF,23,5,0,2.6,0.0,0.0, ,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.2,0.0,0.4,0.4,0.4,0.0,23,13,2.7,,,,0.0,40.3,21.1,9.2,0.0,12.8,100.0,6.8,0.0,0.0,0.0,-0.053,-8.6,5.9,-2.7,0.0,0,7
Ignas Brazdeikis, NYK, SF,21,9,0,5.9,0.7,2.4, .273,0.1,1.0,0.111,0.6,1.4,0.385,0.295,0.4,0.6,0.8,0.2,0.3,0.6,0.4,0.0,0.1,0.2,0.3,1.9,21,53,3.3,0.35100000000000003,0.409,0.22699999999999998,3.9,6.2,5.0,10.6,0.0,1.8,7.6,21.0,-0.1,0.0,-0.1,-0.109,-5.0,-3.9,-8.9,-0.1,0,25
Mikal Bridges, PHO, SF,23,65,24,27.3,3.2,6.3, .516,0.9,2.4,0.35200000000000004,2.4,3.8,0.621,0.585,1.4,1.6,0.848,0.9,3.1,4.0,1.8,1.4,0.6,1.0,2.2,8.7,23,1772,13.0,0.623,0.391,0.258,3.6,12.8,8.1,8.9,2.5,1.9,12.5,12.4,2.2,1.9,4.1,0.111,-0.7,1.5,0.8,1.3,0,21
Miles Bridges, CHO, SF,21,65,64,30.7,4.9,11.6, .424,1.5,4.6,0.33,3.4,7.0,0.486,0.489,1.6,2.0,0.809,1.4,4.2,5.6,1.8,0.6,0.7,1.5,2.0,13.0,21,1995,12.1,0.52,0.39799999999999996,0.174,4.6,15.6,9.9,9.4,1.0,2.2,10.5,20.0,0.3,1.3,1.6,0.038,-1.5,-1.0,-2.5,-0.3,0,23
Oshae Brissett, TOR, SF,21,19,0,7.1,0.7,1.9, .361,0.2,0.8,0.2,0.5,1.1,0.47600000000000003,0.40299999999999997,0.4,0.5,0.8,0.5,0.9,1.4,0.4,0.2,0.1,0.4,0.9,1.9,21,135,6.7,0.45799999999999996,0.41700000000000004,0.278,7.2,13.0,10.2,7.0,1.4,0.7,14.8,15.0,-0.1,0.2,0.1,0.042,-5.7,0.3,-5.4,-0.1,0,3
Ryan Broekhoff, DAL, SG,29,17,1,10.6,1.3,3.5, .373,1.2,3.0,0.392,0.1,0.5,0.25,0.542,0.4,0.5,0.875,0.3,2.2,2.5,0.6,0.3,0.2,0.4,0.9,4.2,29,180,13.1,0.568,0.8640000000000001,0.136,3.0,21.7,12.5,8.3,1.3,1.9,8.8,16.3,0.2,0.2,0.4,0.11599999999999999,0.4,0.4,0.9,0.1,0,13
Malcolm Brogdon, IND, PG,27,48,48,30.7,6.0,13.7, .439,1.3,4.1,0.313,4.8,9.7,0.491,0.485,3.0,3.4,0.895,0.8,3.9,4.7,7.1,0.7,0.2,2.4,1.8,16.3,27,1472,17.8,0.537,0.29600000000000004,0.24600000000000002,3.0,13.8,8.5,34.5,1.1,0.5,13.6,25.2,2.0,1.4,3.5,0.113,2.2,-0.5,1.7,1.4,0,11
Dillon Brooks, MEM, SG,24,65,65,28.5,5.7,14.2, .402,2.0,5.5,0.369,3.7,8.7,0.423,0.474,2.2,2.7,0.809,0.9,2.3,3.3,2.0,0.9,0.4,1.7,3.8,15.7,24,1851,11.1,0.508,0.387,0.192,3.5,8.4,6.0,10.0,1.4,1.2,9.7,25.0,-0.3,1.3,1.0,0.025,-2.8,-1.5,-4.3,-1.1,0,14
Bruce Brown, DET, SG,23,58,43,28.2,3.4,7.7, .443,0.6,1.7,0.344,2.8,6.1,0.47,0.48,1.5,2.1,0.7390000000000001,1.1,3.7,4.7,4.0,1.1,0.5,1.7,2.8,8.9,23,1634,11.9,0.518,0.215,0.266,4.2,15.0,9.5,20.4,1.9,1.5,16.7,16.0,0.8,1.4,2.1,0.062,-2.0,0.8,-1.2,0.3,0,26
Charlie Brown, ATL, SG,22,10,0,4.0,0.6,1.9, .316,0.3,0.9,0.33299999999999996,0.3,1.0,0.3,0.395,0.5,0.5,1.0,0.2,0.2,0.4,0.2,0.2,0.2,0.3,0.3,2.0,22,40,11.1,0.47200000000000003,0.474,0.263,5.3,5.5,5.4,7.3,2.3,4.2,12.4,25.1,0.0,0.0,0.0,-0.027999999999999997,-1.1,-1.4,-2.5,0.0,0,27
Jaylen Brown, BOS, SF,23,50,50,34.0,7.6,15.4, .490,2.1,5.6,0.381,5.4,9.8,0.552,0.5589999999999999,3.2,4.3,0.736,1.1,5.3,6.4,2.2,1.1,0.3,2.3,3.0,20.4,23,1702,17.1,0.589,0.364,0.28,3.4,16.5,10.0,10.2,1.6,0.9,11.8,24.7,2.1,2.3,4.5,0.126,1.0,-0.1,0.9,1.2,0,5
Moses Brown, POR, C,20,9,0,3.7,0.4,1.1, .400,0.0,0.0,,0.4,1.1,0.4,0.4,0.3,0.9,0.375,0.3,1.2,1.6,0.1,0.1,0.1,0.3,0.8,1.2,20,33,6.7,0.40700000000000003,0.0,0.8,9.6,34.0,22.0,4.1,1.4,2.6,18.2,21.2,-0.1,0.0,0.0,-0.062,-8.2,-1.7,-9.9,-0.1,0,17
Sterling Brown, MIL, SF,24,45,1,14.8,1.8,4.8, .367,0.8,2.5,0.316,1.0,2.3,0.423,0.45,0.6,0.8,0.7709999999999999,0.6,3.0,3.7,1.0,0.5,0.2,0.8,1.0,5.0,24,665,9.3,0.478,0.523,0.161,4.4,19.2,12.3,8.8,1.5,0.9,13.4,16.7,-0.4,1.3,1.0,0.071,-3.1,1.0,-2.0,0.0,0,1
Troy Brown Jr., WAS, SG,20,61,14,24.9,3.8,8.3, .453,0.8,2.4,0.345,2.9,5.9,0.496,0.502,1.4,1.9,0.754,1.0,4.3,5.3,2.3,1.2,0.1,1.1,1.8,9.7,20,1519,13.7,0.534,0.287,0.225,4.4,19.6,11.7,13.0,2.3,0.3,10.5,17.0,1.2,0.9,2.2,0.069,-0.8,-0.4,-1.3,0.3,0,22
Jalen Brunson, DAL, PG,23,57,16,17.9,3.2,6.8, .466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2,23,1022,15.0,0.5529999999999999,0.309,0.193,2.3,11.3,6.9,26.9,1.0,0.3,13.6,20.4,1.6,0.7,2.3,0.10800000000000001,0.1,-0.9,-0.8,0.3,0,13
Thomas Bryant, WAS, C,22,38,28,23.7,4.8,8.1, .599,0.6,1.4,0.40700000000000003,4.3,6.7,0.64,0.635,1.8,2.5,0.737,2.0,4.9,6.8,1.9,0.4,0.9,1.3,2.2,12.1,22,901,20.0,0.659,0.17600000000000002,0.309,8.8,23.4,15.8,11.9,0.7,3.2,12.1,18.3,2.4,0.5,2.9,0.153,2.1,-1.2,0.9,0.7,0,22
Reggie Bullock, NYK, SG,28,29,19,23.6,3.1,7.7, .402,1.3,3.8,0.33299999999999996,1.8,3.9,0.469,0.484,0.6,0.7,0.81,0.4,1.9,2.3,1.4,0.9,0.1,0.7,1.9,8.1,28,684,9.3,0.502,0.496,0.094,2.0,8.8,5.3,8.8,1.8,0.4,7.5,15.6,0.2,0.3,0.5,0.036000000000000004,-2.7,-0.3,-3.0,-0.2,0,25
Trey Burke, PHI, PG,27,25,0,13.2,2.4,5.1, .465,0.6,1.5,0.42100000000000004,1.7,3.6,0.483,0.528,0.5,0.7,0.722,0.6,0.8,1.4,2.1,0.3,0.0,0.5,0.8,5.9,27,329,15.4,0.545,0.299,0.142,5.0,6.7,5.9,24.2,1.0,0.3,8.2,19.3,0.6,0.2,0.9,0.129,0.7,-1.1,-0.5,0.1,0,12
Alec Burks, TOT, SG,28,59,18,27.3,4.8,11.9, .404,1.7,4.6,0.366,3.1,7.3,0.428,0.475,3.8,4.3,0.8959999999999999,0.7,3.7,4.4,2.9,1.0,0.3,1.4,2.0,15.1,28,1612,16.0,0.5489999999999999,0.389,0.358,2.8,15.2,8.8,16.9,1.7,0.9,9.5,23.8,1.9,1.1,2.9,0.08800000000000001,0.6,-0.7,-0.2,0.7,0,12
Alec Burks, GSW, SG,28,48,18,29.0,5.1,12.5, .406,1.8,4.7,0.375,3.3,7.9,0.424,0.47600000000000003,4.2,4.7,0.897,0.8,3.9,4.7,3.1,1.0,0.4,1.6,2.2,16.1,28,1612,16.0,0.5489999999999999,0.389,0.358,2.8,15.2,8.8,16.9,1.7,0.9,9.5,23.8,1.9,1.1,2.9,0.08800000000000001,0.6,-0.7,-0.2,0.7,0,30
Alec Burks, PHI, SG,28,11,0,20.2,3.5,9.1, .390,1.5,4.5,0.327,2.1,4.6,0.451,0.47,2.2,2.5,0.889,0.5,2.7,3.3,1.8,0.7,0.0,0.8,1.2,10.7,28,1612,16.0,0.5489999999999999,0.389,0.358,2.8,15.2,8.8,16.9,1.7,0.9,9.5,23.8,1.9,1.1,2.9,0.08800000000000001,0.6,-0.7,-0.2,0.7,0,12
Deonte Burton, OKC, SG,26,34,0,8.4,1.1,3.1, .371,0.3,1.4,0.217,0.9,1.7,0.49200000000000005,0.419,0.2,0.4,0.5,0.2,1.2,1.4,0.3,0.1,0.3,0.4,0.8,2.8,26,284,5.9,0.426,0.43799999999999994,0.114,2.4,15.9,9.4,5.6,0.9,3.0,11.3,19.3,-0.6,0.3,-0.3,-0.046,-5.5,-0.4,-5.8,-0.3,0,9
Jimmy Butler, MIA, SF,30,54,54,34.3,6.1,13.4, .454,0.5,2.2,0.248,5.5,11.2,0.494,0.474,7.6,9.1,0.833,1.8,4.8,6.6,6.1,1.7,0.5,2.2,1.4,20.2,30,1851,23.4,0.583,0.162,0.679,6.2,15.2,10.9,28.1,2.4,1.6,11.2,25.2,6.0,2.5,8.5,0.21899999999999997,4.0,1.3,5.2,3.4,1,8
Bruno Caboclo, TOT, SF,24,27,0,8.1,1.2,2.9, .416,0.1,1.0,0.14300000000000002,1.0,1.8,0.5710000000000001,0.442,0.1,0.2,0.8,0.8,1.1,2.0,0.4,0.4,0.6,0.3,0.9,2.7,24,220,13.4,0.455,0.364,0.065,10.6,14.5,12.6,7.4,2.5,6.3,10.2,16.7,0.0,0.4,0.3,0.07,-2.5,1.1,-1.4,0.0,0,10
Bruno Caboclo, MEM, SF,24,22,0,8.7,1.3,3.1, .406,0.2,1.1,0.16,1.1,2.0,0.545,0.435,0.1,0.1,0.667,0.8,1.2,2.0,0.5,0.5,0.5,0.3,1.0,2.8,24,220,13.4,0.455,0.364,0.065,10.6,14.5,12.6,7.4,2.5,6.3,10.2,16.7,0.0,0.4,0.3,0.07,-2.5,1.1,-1.4,0.0,0,14
Bruno Caboclo, HOU, SF,24,5,0,5.6,0.8,1.6, .500,0.0,0.6,0.0,0.8,1.0,0.8,0.5,0.4,0.4,1.0,1.0,0.8,1.8,0.4,0.4,0.8,0.4,0.4,2.0,24,220,13.4,0.455,0.364,0.065,10.6,14.5,12.6,7.4,2.5,6.3,10.2,16.7,0.0,0.4,0.3,0.07,-2.5,1.1,-1.4,0.0,0,10
Kentavious Caldwell-Pope, LAL, SG,26,63,20,25.4,3.5,7.4, .472,1.4,3.5,0.39399999999999996,2.1,3.9,0.5429999999999999,0.565,1.2,1.5,0.779,0.6,1.5,2.1,1.7,0.8,0.2,0.9,1.9,9.5,26,1603,11.6,0.5920000000000001,0.474,0.204,2.6,6.3,4.5,8.7,1.6,0.7,9.8,14.8,2.0,1.8,3.8,0.114,-0.8,0.5,-0.3,0.7,0,2
Vlatko Čančar, DEN, SF,22,14,0,3.2,0.4,1.1, .400,0.1,0.4,0.16699999999999998,0.4,0.6,0.556,0.433,0.3,0.3,1.0,0.4,0.4,0.7,0.2,0.1,0.1,0.2,0.5,1.2,22,45,11.4,0.507,0.4,0.267,12.4,12.4,12.4,9.1,1.1,2.0,15.2,19.1,0.0,0.0,0.1,0.069,-3.5,-1.1,-4.5,0.0,0,6
Clint Capela, HOU, C,25,39,39,32.8,6.3,9.9, .629,0.0,0.0,,6.3,9.9,0.629,0.629,1.4,2.7,0.529,4.3,9.5,13.8,1.2,0.8,1.8,1.6,2.6,13.9,25,1279,20.7,0.626,0.0,0.268,13.7,30.5,22.0,5.7,1.2,4.8,12.7,16.0,2.9,2.1,5.0,0.18600000000000003,1.1,0.4,1.5,1.1,0,10
DeMarre Carroll, TOT, SF,33,21,0,11.0,1.0,2.6, .389,0.3,1.3,0.259,0.7,1.3,0.519,0.45399999999999996,1.1,1.7,0.667,0.5,1.7,2.2,0.9,0.2,0.2,0.8,1.3,3.5,33,231,8.5,0.523,0.5,0.667,5.1,16.7,10.9,10.1,0.8,1.5,18.6,15.8,0.0,0.1,0.1,0.026000000000000002,-3.4,-1.1,-4.5,-0.1,0,10
DeMarre Carroll, SAS, SF,33,15,0,9.0,0.6,1.9, .310,0.2,0.9,0.231,0.4,1.1,0.375,0.36200000000000004,0.8,1.3,0.6,0.5,1.6,2.1,0.7,0.1,0.1,0.7,1.3,2.2,33,231,8.5,0.523,0.5,0.667,5.1,16.7,10.9,10.1,0.8,1.5,18.6,15.8,0.0,0.1,0.1,0.026000000000000002,-3.4,-1.1,-4.5,-0.1,0,20
DeMarre Carroll, HOU, SF,33,6,0,16.0,2.0,4.2, .480,0.7,2.3,0.28600000000000003,1.3,1.8,0.727,0.56,2.0,2.7,0.75,0.7,2.0,2.7,1.2,0.3,0.3,1.0,1.3,6.7,33,231,8.5,0.523,0.5,0.667,5.1,16.7,10.9,10.1,0.8,1.5,18.6,15.8,0.0,0.1,0.1,0.026000000000000002,-3.4,-1.1,-4.5,-0.1,0,10
Jevon Carter, PHO, PG,24,50,2,15.1,1.6,4.1, .400,0.9,2.3,0.39299999999999996,0.7,1.8,0.409,0.512,0.4,0.5,0.84,0.5,1.5,2.0,1.3,0.8,0.3,0.6,1.5,4.6,24,754,10.4,0.535,0.5710000000000001,0.122,3.6,11.0,7.2,11.7,2.4,1.5,12.6,13.9,0.3,0.7,1.1,0.068,-1.6,1.0,-0.6,0.3,0,21
Vince Carter, ATL, SF,43,60,0,14.6,1.8,5.1, .352,1.0,3.4,0.302,0.8,1.7,0.451,0.452,0.4,0.5,0.7929999999999999,0.3,1.8,2.1,0.8,0.4,0.4,0.6,1.5,5.0,43,876,7.6,0.47,0.664,0.095,2.2,13.2,7.6,7.7,1.2,2.4,9.4,16.6,-0.6,0.4,-0.2,-0.011000000000000001,-3.1,-1.2,-4.3,-0.5,0,27
Wendell Carter Jr., CHI, C,20,43,43,29.2,4.3,8.0, .534,0.1,0.7,0.207,4.1,7.3,0.564,0.542,2.6,3.5,0.737,3.2,6.2,9.4,1.2,0.8,0.8,1.7,3.8,11.3,20,1256,15.5,0.59,0.085,0.44299999999999995,11.6,24.6,17.8,6.0,1.3,2.7,14.9,16.4,1.7,1.6,3.3,0.127,-2.1,-0.3,-2.4,-0.1,0,24
Michael Carter-Williams, ORL, SG,28,42,0,18.4,2.5,5.8, .434,0.5,1.6,0.294,2.0,4.1,0.489,0.475,1.7,2.1,0.828,1.0,2.3,3.3,2.4,1.1,0.5,1.1,1.9,7.2,28,773,15.7,0.539,0.281,0.36,5.9,13.8,9.7,19.4,2.8,2.3,14.6,18.4,0.7,1.1,1.9,0.11599999999999999,-1.3,1.7,0.4,0.5,0,16
Alex Caruso, LAL, PG,25,58,1,17.8,1.9,4.5, .423,0.7,1.8,0.355,1.2,2.6,0.47100000000000003,0.496,1.0,1.3,0.763,0.2,1.7,1.9,1.8,1.0,0.3,0.8,1.5,5.4,25,1032,11.0,0.5379999999999999,0.41200000000000003,0.292,1.5,10.1,5.9,12.6,2.8,1.4,13.6,13.9,0.6,1.6,2.2,0.10300000000000001,-2.4,2.4,0.1,0.5,0,2
Willie Cauley-Stein, TOT, C,26,54,39,20.3,3.2,5.6, .579,0.0,0.0,0.0,3.2,5.6,0.581,0.579,0.7,1.2,0.606,1.6,4.3,5.8,1.3,0.9,1.1,0.7,2.2,7.2,26,1097,17.0,0.589,0.003,0.21899999999999997,8.0,23.2,15.5,9.9,2.1,4.9,10.8,14.4,1.5,1.5,3.0,0.129,-1.2,1.7,0.5,0.7,0,13
Willie Cauley-Stein, GSW, C,26,41,37,22.9,3.5,6.3, .560,0.0,0.0,,3.5,6.3,0.56,0.56,0.9,1.4,0.614,1.7,4.5,6.2,1.5,1.1,1.2,0.9,2.5,7.9,26,1097,17.0,0.589,0.003,0.21899999999999997,8.0,23.2,15.5,9.9,2.1,4.9,10.8,14.4,1.5,1.5,3.0,0.129,-1.2,1.7,0.5,0.7,0,30
Willie Cauley-Stein, DAL, C,26,13,2,12.1,2.4,3.5, .689,0.0,0.1,0.0,2.4,3.4,0.705,0.6890000000000001,0.4,0.7,0.556,1.0,3.6,4.6,0.8,0.3,0.8,0.4,1.5,5.2,26,1097,17.0,0.589,0.003,0.21899999999999997,8.0,23.2,15.5,9.9,2.1,4.9,10.8,14.4,1.5,1.5,3.0,0.129,-1.2,1.7,0.5,0.7,0,13
Tyson Chandler, HOU, C,37,26,5,8.4,0.5,0.7, .778,0.0,0.0,,0.5,0.7,0.778,0.778,0.2,0.5,0.462,1.0,1.6,2.5,0.2,0.2,0.3,0.3,1.2,1.3,37,219,10.8,0.7170000000000001,0.0,0.722,11.9,19.8,15.8,3.5,1.3,3.1,25.2,6.0,0.3,0.3,0.6,0.13,-2.5,1.1,-1.4,0.0,0,10
Wilson Chandler, BRK, SF,32,35,3,21.0,2.1,5.2, .404,1.1,3.5,0.306,1.1,1.8,0.597,0.505,0.6,0.7,0.87,0.3,3.8,4.1,1.1,0.5,0.3,1.0,2.3,5.9,32,734,7.4,0.531,0.6609999999999999,0.126,1.6,18.3,10.2,7.4,1.0,1.4,15.0,13.0,-0.1,0.9,0.8,0.05,-3.9,1.0,-2.9,-0.2,0,15
Joe Chealey, CHO, PG,24,4,0,8.3,0.0,1.8, .000,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.3,1.0,0.0,0.5,0.5,0.5,24,33,-2.8,0.127,0.5710000000000001,0.28600000000000003,0.0,0.0,0.0,3.9,6.1,0.0,20.2,13.2,-0.2,0.0,-0.1,-0.18899999999999997,-14.3,1.7,-12.6,-0.1,0,23
Zylan Cheatham, NOP, SF,24,3,0,10.3,0.7,1.7, .400,0.0,0.3,0.0,0.7,1.3,0.5,0.4,0.0,0.0,,0.3,1.7,2.0,0.7,0.0,0.3,1.0,1.7,1.3,24,31,0.1,0.4,0.2,0.0,3.4,17.1,10.2,7.9,0.0,2.7,37.5,10.5,-0.1,0.0,-0.1,-0.08,-10.2,0.1,-10.2,-0.1,0,18
Chris Chiozza, TOT, PG,24,21,0,11.9,1.5,3.8, .405,0.9,2.0,0.439,0.7,1.8,0.368,0.519,0.1,0.1,1.0,0.3,1.4,1.7,2.3,0.7,0.1,0.8,1.1,4.0,24,249,12.9,0.526,0.519,0.025,2.5,12.5,7.4,26.7,2.8,0.7,17.5,16.2,0.1,0.3,0.4,0.077,-0.8,1.6,0.8,0.2,0,15
Chris Chiozza, WAS, PG,24,10,0,12.3,1.0,3.4, .294,0.7,1.6,0.43799999999999994,0.3,1.8,0.16699999999999998,0.397,0.0,0.0,,0.0,1.5,1.5,2.8,1.0,0.2,0.9,1.2,2.7,24,249,12.9,0.526,0.519,0.025,2.5,12.5,7.4,26.7,2.8,0.7,17.5,16.2,0.1,0.3,0.4,0.077,-0.8,1.6,0.8,0.2,0,22
Chris Chiozza, BRK, PG,24,11,0,11.5,2.0,4.1, .489,1.0,2.3,0.44,1.0,1.8,0.55,0.611,0.2,0.2,1.0,0.5,1.3,1.8,1.8,0.5,0.0,0.7,1.0,5.2,24,249,12.9,0.526,0.519,0.025,2.5,12.5,7.4,26.7,2.8,0.7,17.5,16.2,0.1,0.3,0.4,0.077,-0.8,1.6,0.8,0.2,0,15
Marquese Chriss, GSW, PF,22,59,21,20.3,3.6,6.5, .545,0.1,0.7,0.205,3.4,5.9,0.584,0.556,2.0,2.6,0.769,1.9,4.3,6.2,1.9,0.7,1.1,1.3,2.1,9.3,22,1196,19.4,0.604,0.10099999999999999,0.405,10.0,23.6,16.5,15.3,1.6,4.7,14.7,19.0,2.1,1.3,3.4,0.136,0.1,0.5,0.6,0.8,0,30
Gary Clark, TOT, PF,25,35,1,12.1,1.1,2.9, .376,0.8,2.5,0.326,0.3,0.4,0.667,0.515,0.2,0.3,0.889,0.8,1.7,2.4,0.4,0.1,0.4,0.1,0.9,3.2,25,425,10.3,0.534,0.851,0.08900000000000001,6.6,14.8,10.6,4.7,0.6,2.9,4.5,10.9,0.5,0.4,0.9,0.098,-1.1,-1.1,-2.2,0.0,0,16
Gary Clark, HOU, PF,25,18,0,11.8,1.3,3.3, .390,1.0,2.8,0.353,0.3,0.4,0.625,0.542,0.3,0.4,0.857,0.6,1.6,2.2,0.7,0.1,0.4,0.1,1.2,3.9,25,425,10.3,0.534,0.851,0.08900000000000001,6.6,14.8,10.6,4.7,0.6,2.9,4.5,10.9,0.5,0.4,0.9,0.098,-1.1,-1.1,-2.2,0.0,0,10
Gary Clark, ORL, PF,25,17,1,12.5,0.9,2.5, .357,0.6,2.1,0.28600000000000003,0.3,0.4,0.7140000000000001,0.47600000000000003,0.1,0.1,1.0,0.9,1.7,2.6,0.2,0.2,0.4,0.2,0.6,2.5,25,425,10.3,0.534,0.851,0.08900000000000001,6.6,14.8,10.6,4.7,0.6,2.9,4.5,10.9,0.5,0.4,0.9,0.098,-1.1,-1.1,-2.2,0.0,0,16
Brandon Clarke, MEM, PF,23,50,3,21.7,5.1,8.2, .623,0.4,1.0,0.40399999999999997,4.7,7.1,0.654,0.648,1.5,1.9,0.785,1.6,4.3,5.8,1.4,0.5,0.8,0.9,1.6,12.0,23,1086,21.8,0.67,0.127,0.228,7.7,20.3,14.1,10.1,1.1,3.3,9.3,19.0,3.1,1.3,4.4,0.192,2.8,0.7,3.5,1.5,0,14
Jordan Clarkson, TOT, SG,27,63,0,24.2,5.6,12.0, .465,2.1,5.6,0.368,3.5,6.3,0.55,0.551,1.9,2.3,0.841,0.7,1.9,2.7,2.0,0.7,0.2,1.3,1.5,15.1,27,1527,17.9,0.583,0.469,0.193,3.5,8.5,6.0,13.4,1.4,0.8,9.1,25.5,2.6,0.9,3.5,0.11,2.7,-1.1,1.6,1.4,0,7
Jordan Clarkson, CLE, SG,27,29,0,23.0,5.0,11.2, .442,2.0,5.5,0.371,2.9,5.8,0.509,0.532,2.6,3.0,0.884,0.7,1.7,2.4,2.4,0.6,0.3,1.3,1.1,14.6,27,1527,17.9,0.583,0.469,0.193,3.5,8.5,6.0,13.4,1.4,0.8,9.1,25.5,2.6,0.9,3.5,0.11,2.7,-1.1,1.6,1.4,0,29
Jordan Clarkson, UTA, SG,27,34,0,25.3,6.1,12.6, .482,2.1,5.7,0.366,4.0,6.9,0.579,0.5660000000000001,1.4,1.7,0.78,0.8,2.1,2.9,1.6,0.8,0.2,1.3,1.7,15.6,27,1527,17.9,0.583,0.469,0.193,3.5,8.5,6.0,13.4,1.4,0.8,9.1,25.5,2.6,0.9,3.5,0.11,2.7,-1.1,1.6,1.4,0,7
Nicolas Claxton, BRK, PF,20,15,0,12.5,1.8,3.2, .563,0.1,0.5,0.14300000000000002,1.7,2.7,0.634,0.573,0.7,1.4,0.524,1.3,1.7,2.9,1.1,0.1,0.5,0.6,0.9,4.4,20,187,14.9,0.5770000000000001,0.146,0.43799999999999994,10.7,13.4,12.1,12.6,0.3,3.5,13.6,14.8,0.3,0.2,0.5,0.124,-0.7,0.0,-0.7,0.1,0,15
Chris Clemons, HOU, SG,22,29,0,8.7,1.8,4.3, .405,1.1,3.2,0.35100000000000003,0.6,1.1,0.563,0.536,0.2,0.2,0.857,0.1,0.7,0.8,0.8,0.2,0.2,0.6,0.7,4.9,22,251,12.6,0.546,0.746,0.055999999999999994,1.2,8.4,4.8,13.5,1.1,1.7,11.6,24.0,0.1,0.2,0.2,0.046,0.4,-1.7,-1.3,0.1,0,10
Antonius Cleveland, DAL, SG,25,6,0,3.7,0.3,1.0, .333,0.0,0.2,0.0,0.3,0.8,0.4,0.33299999999999996,0.2,0.3,0.5,0.0,0.5,0.5,0.0,0.2,0.2,0.2,0.3,0.8,25,22,2.9,0.363,0.16699999999999998,0.33299999999999996,0.0,14.0,7.1,0.0,2.2,3.9,12.7,15.3,-0.1,0.0,0.0,-0.07400000000000001,-8.9,0.7,-8.3,0.0,0,13
