NAME,TEAM,POS,AGE,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,MPT,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ALLSTAR,TEAM_STANDING
Rodney McGruder, LAC, SG,28,50,3,15.0,1.2,3.1, .391,0.4,1.6,0.278,0.8,1.5,0.506,0.462,0.3,0.6,0.536,0.5,2.0,2.6,0.6,0.5,0.2,0.4,1.3,3.2,28,749,6.5,0.47200000000000003,0.506,0.179,3.7,13.7,8.8,5.1,1.4,0.9,11.1,10.5,-0.1,1.0,0.8,0.054000000000000006,-3.8,0.8,-3.0,-0.2,0,4
Alfonzo McKinnie, CLE, SF,27,40,1,14.8,1.8,4.3, .427,0.4,1.6,0.215,1.5,2.7,0.557,0.46799999999999997,0.6,0.8,0.71,0.9,1.9,2.8,0.4,0.6,0.2,0.7,1.8,4.6,27,593,8.7,0.493,0.38,0.18100000000000002,6.9,14.4,10.6,3.3,1.9,1.2,12.3,15.2,-0.2,0.3,0.2,0.013999999999999999,-4.4,-0.9,-5.3,-0.5,0,29
Jordan McLaughlin, MIN, PG,23,30,2,19.7,2.9,5.9, .489,1.0,2.5,0.382,1.9,3.4,0.569,0.57,0.9,1.3,0.667,0.2,1.4,1.6,4.2,1.1,0.1,1.0,1.0,7.6,23,590,16.3,0.5870000000000001,0.42700000000000005,0.21899999999999997,1.2,7.8,4.4,31.0,2.7,0.6,13.7,15.8,1.2,0.4,1.6,0.13,0.4,-0.1,0.3,0.3,0,28
Ben McLemore, HOU, SG,26,63,19,22.8,3.3,7.5, .445,2.4,6.2,0.395,0.9,1.3,0.688,0.609,0.7,1.0,0.758,0.3,1.9,2.2,0.9,0.6,0.2,0.7,2.1,9.8,26,1437,11.7,0.622,0.83,0.132,1.5,8.7,5.1,5.3,1.2,0.7,8.5,15.6,2.1,0.9,3.0,0.1,0.0,-0.7,-0.7,0.5,0,10
Jordan McRae, TOT, SG,28,37,4,21.2,4.0,9.9, .407,1.2,3.4,0.35700000000000004,2.8,6.5,0.433,0.469,2.2,2.9,0.7609999999999999,0.5,2.9,3.4,2.5,0.6,0.4,1.2,2.0,11.5,28,784,14.2,0.515,0.344,0.298,2.4,15.4,8.7,17.7,1.3,1.8,9.4,24.4,0.4,0.3,0.7,0.043,0.0,-1.6,-1.5,0.1,0,6
Jordan McRae, WAS, SG,28,29,4,22.6,4.6,10.9, .420,1.4,3.7,0.377,3.2,7.3,0.441,0.483,2.2,2.9,0.7709999999999999,0.6,3.0,3.6,2.8,0.7,0.5,1.3,2.1,12.8,28,784,14.2,0.515,0.344,0.298,2.4,15.4,8.7,17.7,1.3,1.8,9.4,24.4,0.4,0.3,0.7,0.043,0.0,-1.6,-1.5,0.1,0,22
Jordan McRae, DEN, SG,28,4,0,8.0,0.5,1.5, .333,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.8,1.0,0.75,0.3,1.0,1.3,1.0,0.5,0.3,0.0,0.5,2.3,28,784,14.2,0.515,0.344,0.298,2.4,15.4,8.7,17.7,1.3,1.8,9.4,24.4,0.4,0.3,0.7,0.043,0.0,-1.6,-1.5,0.1,0,6
Jordan McRae, DET, SG,28,4,0,24.5,3.5,10.8, .326,0.8,4.0,0.188,2.8,6.8,0.40700000000000003,0.36,4.0,5.5,0.727,0.0,3.8,3.8,1.8,0.0,0.0,1.3,2.5,11.8,28,784,14.2,0.515,0.344,0.298,2.4,15.4,8.7,17.7,1.3,1.8,9.4,24.4,0.4,0.3,0.7,0.043,0.0,-1.6,-1.5,0.1,0,26
Nicolò Melli, NOP, C,29,52,6,17.1,2.4,5.3, .442,1.3,3.5,0.361,1.1,1.9,0.5920000000000001,0.5589999999999999,0.8,1.2,0.733,0.7,2.3,3.0,1.3,0.6,0.4,0.8,2.0,6.8,29,889,12.3,0.583,0.647,0.21600000000000003,4.4,14.3,9.3,10.2,1.6,1.8,12.1,15.9,1.0,0.8,1.8,0.095,-0.9,0.3,-0.6,0.3,0,18
De'Anthony Melton, MEM, PG,21,52,8,19.4,2.8,6.8, .419,0.7,2.3,0.316,2.1,4.5,0.47,0.47200000000000003,1.7,2.0,0.821,0.7,3.0,3.7,3.0,1.3,0.3,1.5,1.8,8.1,21,1011,14.6,0.525,0.331,0.3,3.9,15.9,10.0,20.9,3.0,1.5,16.3,19.6,0.4,1.4,1.8,0.086,-1.6,1.8,0.3,0.6,0,14
Chimezie Metu, SAS, PF,22,16,0,4.6,1.3,2.2, .571,0.0,0.1,0.0,1.3,2.1,0.588,0.5710000000000001,0.4,0.5,0.75,0.6,1.0,1.6,0.4,0.1,0.3,0.3,0.3,2.9,22,73,25.4,0.597,0.028999999999999998,0.22899999999999998,14.7,23.7,19.2,13.9,0.7,4.8,11.5,25.9,0.2,0.1,0.2,0.159,3.8,-0.8,3.0,0.1,0,20
Khris Middleton, MIL, SF,28,55,52,30.1,7.7,15.5, .499,2.4,5.8,0.418,5.3,9.7,0.547,0.5770000000000001,3.2,3.6,0.9079999999999999,0.7,5.5,6.2,4.1,0.9,0.1,2.1,2.2,21.1,28,1653,21.4,0.619,0.374,0.231,2.5,17.0,10.2,21.0,1.4,0.4,10.8,26.2,4.3,3.1,7.4,0.214,3.4,0.9,4.4,2.7,1,1
Eric Mika, SAC, PF,25,1,0,19.0,2.0,3.0, .667,0.0,0.0,,2.0,3.0,0.667,0.667,2.0,2.0,1.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,5.0,6.0,25,19,14.0,0.773,0.0,0.667,11.6,30.5,20.8,0.0,0.0,0.0,0.0,8.9,0.1,0.0,0.1,0.222,-2.2,-0.9,-3.1,0.0,0,19
C.J. Miles, WAS, SG,32,10,0,16.1,1.9,5.9, .322,1.1,3.5,0.314,0.8,2.4,0.33299999999999996,0.415,1.5,2.0,0.75,0.4,0.8,1.2,1.2,1.0,0.4,0.4,1.4,6.4,32,161,11.0,0.47200000000000003,0.593,0.33899999999999997,2.6,5.7,4.1,9.9,2.9,2.2,5.6,18.6,0.0,0.1,0.1,0.033,-1.8,0.0,-1.9,0.0,0,22
Malcolm Miller, TOR, SF,26,25,1,5.0,0.3,1.0, .333,0.2,0.8,0.316,0.1,0.2,0.4,0.45799999999999996,0.0,0.2,0.16699999999999998,0.0,0.5,0.6,0.3,0.2,0.1,0.1,0.5,0.9,26,125,4.7,0.43200000000000005,0.792,0.25,0.9,10.8,5.9,8.3,1.5,1.5,10.1,10.1,-0.1,0.2,0.1,0.037000000000000005,-4.3,1.4,-2.9,0.0,0,3
Patty Mills, SAS, PG,31,63,1,22.7,3.9,9.1, .429,2.3,6.2,0.38,1.6,3.0,0.529,0.557,1.5,1.7,0.861,0.3,1.3,1.6,1.8,0.8,0.1,0.8,1.6,11.7,31,1430,14.7,0.589,0.675,0.188,1.4,6.0,3.7,11.3,1.7,0.4,7.6,20.5,2.1,0.5,2.6,0.086,1.1,-1.2,-0.1,0.7,0,20
Paul Millsap, DEN, PF,34,44,41,24.4,4.3,8.8, .486,1.1,2.5,0.44,3.2,6.3,0.504,0.5479999999999999,2.4,2.9,0.833,2.0,3.9,5.9,1.6,0.9,0.6,1.4,2.9,12.0,34,1075,17.7,0.598,0.282,0.326,9.0,17.9,13.5,9.5,1.7,2.4,12.1,20.3,2.0,1.4,3.4,0.151,0.6,0.0,0.6,0.7,0,6
Shake Milton, PHI, SG,23,32,16,19.1,3.4,6.8, .498,1.5,3.3,0.45299999999999996,1.9,3.5,0.541,0.608,1.2,1.6,0.765,0.3,1.8,2.1,2.2,0.6,0.2,1.2,2.2,9.5,23,611,15.2,0.633,0.488,0.235,2.0,10.3,6.1,17.4,1.5,0.8,13.7,19.6,1.1,0.6,1.7,0.134,0.3,-0.6,-0.3,0.3,0,12
Donovan Mitchell, UTA, SG,23,63,63,34.4,8.9,19.6, .453,2.5,6.8,0.364,6.4,12.8,0.501,0.517,4.0,4.6,0.8590000000000001,0.7,3.7,4.4,4.2,1.0,0.2,2.7,2.4,24.2,23,2165,19.1,0.56,0.34700000000000003,0.235,2.3,11.2,7.0,21.2,1.5,0.5,10.9,31.0,3.0,2.2,5.2,0.115,2.4,-0.5,1.9,2.1,1,7
Naz Mitrou-Long, IND, SG,26,3,0,14.3,2.0,5.3, .375,0.7,3.7,0.182,1.3,1.7,0.8,0.43799999999999994,0.0,0.0,,0.0,2.0,2.0,2.3,0.3,0.3,0.7,0.3,4.7,26,43,10.1,0.43799999999999994,0.688,0.0,0.0,15.3,7.7,22.2,1.1,2.0,11.1,18.4,0.0,0.0,0.0,0.015,-1.9,2.4,0.5,0.0,0,11
Adam Mokoka, CHI, SG,21,11,0,10.2,1.1,2.5, .429,0.5,1.4,0.4,0.5,1.2,0.462,0.536,0.2,0.4,0.5,0.6,0.3,0.9,0.4,0.4,0.0,0.2,1.5,2.9,21,112,8.2,0.5379999999999999,0.536,0.14300000000000002,6.6,3.1,4.9,5.0,1.7,0.0,6.3,12.1,0.1,0.1,0.2,0.073,-3.1,-1.0,-4.1,-0.1,0,24
Malik Monk, CHO, SG,21,55,1,21.3,3.9,8.9, .434,1.1,3.7,0.284,2.8,5.2,0.542,0.494,1.5,1.8,0.82,0.5,2.4,2.9,2.1,0.5,0.3,1.4,1.3,10.3,21,1169,12.7,0.53,0.418,0.205,2.4,12.6,7.3,16.6,1.1,1.3,12.6,22.9,0.1,0.6,0.7,0.027999999999999997,-1.0,-1.3,-2.3,-0.1,0,23
Matt Mooney, CLE, SG,22,4,0,4.8,0.3,1.0, .250,0.0,0.5,0.0,0.3,0.5,0.5,0.25,0.0,0.0,,0.0,0.8,0.8,0.3,0.5,0.3,0.0,0.3,0.5,22,19,8.1,0.25,0.5,0.0,0.0,17.7,8.8,6.7,5.1,4.5,0.0,9.0,0.0,0.0,0.0,0.006,-5.3,5.0,-0.3,0.0,0,29
E'Twaun Moore, NOP, SG,30,51,5,18.8,3.4,8.0, .424,1.2,3.1,0.375,2.2,4.9,0.456,0.498,0.6,0.8,0.674,0.6,1.8,2.4,1.4,0.5,0.2,0.7,1.5,8.6,30,958,11.1,0.509,0.39,0.105,3.2,10.4,6.8,10.9,1.4,0.9,8.1,19.9,0.2,0.6,0.8,0.042,-2.0,-1.0,-2.9,-0.2,0,18
Ja Morant, MEM, PG,20,59,59,30.0,6.7,13.6, .491,0.9,2.4,0.36700000000000005,5.8,11.2,0.517,0.523,3.5,4.5,0.77,0.7,2.8,3.5,6.9,0.9,0.3,3.2,1.5,17.6,20,1771,18.0,0.568,0.174,0.331,2.7,9.5,6.2,34.6,1.4,0.7,17.2,26.0,2.2,1.2,3.4,0.09300000000000001,1.6,-1.3,0.4,1.1,0,14
Juwan Morgan, UTA, PF,22,16,0,4.6,0.6,1.1, .529,0.1,0.3,0.2,0.5,0.8,0.667,0.5589999999999999,0.0,0.0,,0.3,0.9,1.2,0.1,0.0,0.1,0.2,0.4,1.2,22,74,8.8,0.5589999999999999,0.294,0.0,7.8,19.8,14.1,3.8,0.0,1.1,15.0,11.9,0.0,0.1,0.1,0.066,-2.9,-0.4,-3.3,0.0,0,7
Marcus Morris, TOT, SF-PF,30,55,55,31.4,5.9,13.6, .433,2.4,5.9,0.41,3.5,7.7,0.451,0.522,3.1,3.8,0.823,1.0,4.1,5.1,1.4,0.8,0.5,1.6,2.9,17.4,30,1727,14.8,0.5670000000000001,0.43200000000000005,0.27899999999999997,3.3,14.2,8.6,6.9,1.2,1.4,9.5,22.8,2.0,1.2,3.2,0.08800000000000001,0.9,-0.8,0.1,0.9,0,4
Marcus Morris, NYK, SF,30,43,43,32.3,6.5,14.8, .442,2.7,6.1,0.439,3.8,8.7,0.444,0.5329999999999999,3.8,4.6,0.823,1.1,4.3,5.4,1.4,0.8,0.4,1.7,3.0,19.6,30,1727,14.8,0.5670000000000001,0.43200000000000005,0.27899999999999997,3.3,14.2,8.6,6.9,1.2,1.4,9.5,22.8,2.0,1.2,3.2,0.08800000000000001,0.9,-0.8,0.1,0.9,0,25
Marcus Morris, LAC, PF,30,12,12,28.3,3.7,9.5, .386,1.4,5.0,0.28300000000000003,2.3,4.5,0.5,0.461,0.8,0.9,0.818,0.6,3.4,4.0,1.5,0.7,0.8,1.3,2.8,9.5,30,1727,14.8,0.5670000000000001,0.43200000000000005,0.27899999999999997,3.3,14.2,8.6,6.9,1.2,1.4,9.5,22.8,2.0,1.2,3.2,0.08800000000000001,0.9,-0.8,0.1,0.9,0,4
Markieff Morris, TOT, PF,30,52,16,21.3,3.6,8.2, .445,1.6,4.0,0.386,2.1,4.1,0.502,0.54,1.3,1.6,0.7829999999999999,0.7,3.2,3.8,1.4,0.5,0.3,1.4,2.3,10.1,30,1106,12.4,0.568,0.494,0.195,3.4,17.0,10.2,10.4,1.2,1.2,14.0,21.1,0.4,0.8,1.2,0.053,-1.2,-0.9,-2.1,0.0,0,2
Markieff Morris, DET, PF,30,44,16,22.5,4.0,8.8, .450,1.7,4.3,0.397,2.3,4.5,0.5,0.546,1.4,1.8,0.772,0.5,3.4,3.9,1.6,0.6,0.3,1.6,2.4,11.0,30,1106,12.4,0.568,0.494,0.195,3.4,17.0,10.2,10.4,1.2,1.2,14.0,21.1,0.4,0.8,1.2,0.053,-1.2,-0.9,-2.1,0.0,0,26
Markieff Morris, LAL, PF,30,8,0,14.8,1.8,4.5, .389,0.8,2.6,0.28600000000000003,1.0,1.9,0.5329999999999999,0.47200000000000003,0.5,0.5,1.0,1.3,2.0,3.3,0.6,0.3,0.5,0.6,2.0,4.8,30,1106,12.4,0.568,0.494,0.195,3.4,17.0,10.2,10.4,1.2,1.2,14.0,21.1,0.4,0.8,1.2,0.053,-1.2,-0.9,-2.1,0.0,0,2
Monte Morris, DEN, PG,24,65,8,21.6,3.4,7.4, .459,0.8,2.2,0.375,2.6,5.2,0.494,0.514,0.8,1.0,0.823,0.3,1.4,1.7,3.5,0.8,0.2,0.7,1.0,8.4,24,1402,14.9,0.537,0.298,0.128,1.6,7.3,4.4,23.3,1.9,1.1,8.1,17.2,2.2,1.2,3.4,0.11699999999999999,0.2,-0.1,0.1,0.8,0,6
Johnathan Motley, LAC, PF,24,13,0,3.2,0.8,1.2, .733,0.1,0.1,1.0,0.8,1.1,0.7140000000000001,0.767,0.4,0.5,0.7140000000000001,0.2,0.5,0.8,0.6,0.2,0.0,0.4,0.5,2.2,24,41,28.4,0.774,0.067,0.467,7.7,17.2,12.6,32.8,3.4,0.0,21.7,23.4,0.2,0.1,0.3,0.299,4.8,3.3,8.1,0.1,0,4
Emmanuel Mudiay, UTA, PG,23,48,1,15.7,2.8,6.0, .471,0.6,1.6,0.355,2.3,4.4,0.512,0.517,1.1,1.4,0.754,0.4,2.0,2.4,2.2,0.4,0.2,1.4,1.3,7.3,23,752,13.7,0.55,0.263,0.239,2.6,13.7,8.4,21.8,1.2,1.1,16.9,22.4,0.3,0.8,1.1,0.071,-1.2,0.1,-1.1,0.2,0,7
Mychal Mulder, GSW, SG,25,7,3,29.1,3.7,9.6, .388,2.3,7.4,0.308,1.4,2.1,0.667,0.507,1.3,1.7,0.75,0.4,2.9,3.3,1.1,0.3,0.1,0.7,2.9,11.0,25,204,7.8,0.5329999999999999,0.7759999999999999,0.179,1.5,11.0,6.1,5.8,0.5,0.4,6.5,16.2,0.1,0.0,0.1,0.017,-3.3,-2.9,-6.1,-0.2,0,30
Dejounte Murray, SAS, PG,23,58,50,24.9,4.4,9.3, .475,0.6,1.6,0.37799999999999995,3.8,7.7,0.494,0.507,1.3,1.6,0.7979999999999999,1.2,4.6,5.8,4.1,1.7,0.3,1.9,2.2,10.7,23,1447,17.1,0.535,0.168,0.175,5.0,20.0,12.5,23.7,3.3,1.0,15.7,20.6,0.9,1.7,2.6,0.087,-0.5,1.5,1.0,1.1,0,20
Jamal Murray, DEN, PG,22,55,55,32.8,7.0,15.4, .455,1.9,5.5,0.345,5.1,9.9,0.517,0.517,2.9,3.2,0.893,0.8,3.2,3.9,4.8,1.2,0.3,2.3,1.8,18.8,22,1804,17.5,0.5589999999999999,0.359,0.209,2.6,10.8,6.7,22.7,1.8,0.8,11.8,25.2,2.5,1.6,4.2,0.111,1.8,-0.7,1.1,1.4,0,6
Džanan Musa, BRK, SF,20,35,0,11.5,1.4,4.0, .360,0.4,1.9,0.231,1.0,2.1,0.473,0.414,0.9,1.3,0.75,0.5,1.5,2.0,0.9,0.4,0.0,0.8,0.7,4.2,20,404,8.4,0.467,0.46799999999999997,0.317,5.0,12.9,9.0,11.0,1.5,0.2,15.5,19.4,-0.4,0.4,0.0,0.006,-4.1,-0.7,-4.8,-0.3,0,15
Mike Muscala, OKC, C,28,41,0,12.0,1.6,3.9, .403,1.0,2.9,0.358,0.5,1.0,0.5379999999999999,0.5379999999999999,0.4,0.5,0.818,0.3,2.0,2.3,0.8,0.2,0.3,0.3,1.2,4.6,28,492,12.2,0.56,0.755,0.138,3.0,17.7,10.6,9.8,0.8,1.9,7.7,16.4,0.5,0.5,1.0,0.102,-0.1,-0.1,-0.2,0.2,0,9
Sviatoslav Mykhailiuk, DET, SF,22,56,27,22.6,3.0,7.2, .410,2.1,5.1,0.40399999999999997,0.9,2.1,0.425,0.552,1.0,1.3,0.8140000000000001,0.3,1.6,1.9,1.9,0.7,0.1,1.1,1.6,9.0,22,1265,11.2,0.578,0.7040000000000001,0.17300000000000001,1.5,7.9,4.7,12.3,1.6,0.3,12.3,17.1,1.0,0.6,1.6,0.06,-0.7,-1.2,-1.8,0.0,0,26
Abdel Nader, OKC, SF,26,48,5,15.8,2.1,4.6, .455,0.8,2.2,0.371,1.3,2.4,0.53,0.5429999999999999,1.0,1.3,0.774,0.3,1.6,1.9,0.7,0.4,0.4,0.8,1.4,6.0,26,756,11.2,0.58,0.47700000000000004,0.282,2.1,10.8,6.6,6.6,1.3,2.3,12.7,16.5,0.4,0.7,1.1,0.07200000000000001,-1.1,0.2,-0.8,0.2,0,9
Larry Nance Jr., CLE, C,27,56,10,26.3,4.1,7.7, .531,1.0,2.8,0.35200000000000004,3.1,4.9,0.636,0.596,0.9,1.3,0.6759999999999999,1.9,5.4,7.3,2.2,1.0,0.4,1.1,1.6,10.1,27,1472,17.3,0.608,0.369,0.172,7.9,23.1,15.4,12.3,1.9,1.3,11.5,15.2,2.8,1.1,3.9,0.128,1.4,0.3,1.8,1.4,0,29
Shabazz Napier, TOT, PG,28,51,30,24.2,3.3,8.1, .412,1.4,4.4,0.32,1.9,3.7,0.518,0.498,2.3,2.8,0.823,0.5,2.4,2.9,5.0,1.3,0.2,2.2,1.8,10.3,28,1234,14.5,0.555,0.5379999999999999,0.341,2.1,10.8,6.3,29.1,2.5,0.6,18.9,19.6,1.1,0.8,1.9,0.075,-0.3,-0.2,-0.5,0.5,0,22
Shabazz Napier, MIN, PG,28,36,22,23.8,3.2,7.9, .403,1.3,4.4,0.29600000000000004,1.9,3.4,0.54,0.486,2.0,2.4,0.818,0.5,2.6,3.1,5.2,1.1,0.2,2.1,1.7,9.6,28,1234,14.5,0.555,0.5379999999999999,0.341,2.1,10.8,6.3,29.1,2.5,0.6,18.9,19.6,1.1,0.8,1.9,0.075,-0.3,-0.2,-0.5,0.5,0,28
Shabazz Napier, WAS, PG,28,15,8,25.2,3.7,8.7, .431,1.6,4.2,0.381,2.1,4.5,0.478,0.523,2.9,3.5,0.83,0.5,1.9,2.4,4.4,1.7,0.1,2.3,2.1,12.0,28,1234,14.5,0.555,0.5379999999999999,0.341,2.1,10.8,6.3,29.1,2.5,0.6,18.9,19.6,1.1,0.8,1.9,0.075,-0.3,-0.2,-0.5,0.5,0,22
Raul Neto, PHI, PG,27,49,3,11.5,1.6,3.6, .451,0.6,1.4,0.39399999999999996,1.0,2.1,0.49,0.531,0.5,0.6,0.8390000000000001,0.2,0.8,1.1,1.6,0.4,0.1,0.9,0.9,4.3,27,565,11.5,0.562,0.406,0.177,2.1,8.0,5.1,19.3,1.9,0.8,18.2,17.6,0.2,0.6,0.8,0.071,-1.8,-0.1,-1.9,0.0,0,12
Malik Newman, CLE, SG,22,1,0,4.0,0.0,2.0, .000,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,22,4,-11.3,0.34700000000000003,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,41.5,0.0,0.0,0.0,-0.503,-14.5,-11.3,-25.9,0.0,0,29
Georges Niang, UTA, PF,26,58,0,13.3,2.1,4.6, .453,1.3,3.2,0.41600000000000004,0.7,1.4,0.5379999999999999,0.598,0.3,0.4,0.8640000000000001,0.2,1.7,1.9,0.6,0.2,0.1,0.4,1.1,5.8,26,772,12.4,0.612,0.698,0.083,1.8,13.2,7.7,6.7,0.8,0.5,8.6,17.1,1.0,0.7,1.7,0.105,0.9,-0.4,0.5,0.5,0,7
Nerlens Noel, OKC, C,25,55,6,18.4,3.2,4.6, .685,0.0,0.1,0.33299999999999996,3.1,4.6,0.6890000000000001,0.687,1.4,1.8,0.765,1.5,3.4,4.9,1.0,1.0,1.5,1.0,2.6,7.7,25,1014,21.7,0.7140000000000001,0.012,0.386,9.3,20.0,14.8,7.9,2.7,6.9,15.4,15.3,2.7,2.1,4.8,0.225,0.5,3.4,4.0,1.5,0,9
Zach Norvell, TOT, SG,22,5,0,8.2,0.6,2.4, .250,0.6,1.6,0.375,0.0,0.8,0.0,0.375,0.2,0.2,1.0,0.0,1.2,1.2,0.6,0.4,0.0,0.6,0.8,2.0,22,41,2.6,0.402,0.667,0.083,0.0,16.3,7.9,10.2,2.3,0.0,19.4,16.1,-0.1,0.0,-0.1,-0.084,-7.1,-1.2,-8.3,-0.1,0,30
Zach Norvell, LAL, SG,22,2,0,2.5,0.0,0.5, .000,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,22,41,2.6,0.402,0.667,0.083,0.0,16.3,7.9,10.2,2.3,0.0,19.4,16.1,-0.1,0.0,-0.1,-0.084,-7.1,-1.2,-8.3,-0.1,0,2
Zach Norvell, GSW, SG,22,3,0,12.0,1.0,3.7, .273,1.0,2.7,0.375,0.0,1.0,0.0,0.409,0.3,0.3,1.0,0.0,1.7,1.7,1.0,0.7,0.0,1.0,1.3,3.3,22,41,2.6,0.402,0.667,0.083,0.0,16.3,7.9,10.2,2.3,0.0,19.4,16.1,-0.1,0.0,-0.1,-0.084,-7.1,-1.2,-8.3,-0.1,0,30
Jaylen Nowell, MIN, SG,20,15,0,10.1,1.3,3.5, .358,0.2,1.7,0.115,1.1,1.8,0.593,0.387,1.1,1.1,0.941,0.2,0.7,0.9,1.3,0.2,0.1,0.2,0.7,3.8,20,151,10.5,0.47100000000000003,0.491,0.321,2.0,7.3,4.5,17.8,0.9,0.6,4.7,17.3,0.1,0.0,0.2,0.051,-2.9,-0.8,-3.7,-0.1,0,28
Frank Ntilikina, NYK, PG,21,57,26,20.8,2.3,5.8, .393,0.8,2.4,0.321,1.5,3.4,0.444,0.45899999999999996,0.9,1.0,0.8640000000000001,0.4,1.7,2.1,3.0,0.9,0.3,1.2,2.5,6.3,21,1187,9.8,0.49700000000000005,0.41100000000000003,0.177,2.0,9.1,5.4,20.2,2.2,1.3,16.5,15.4,0.1,0.8,0.9,0.037000000000000005,-3.6,0.4,-3.2,-0.4,0,25
Kendrick Nunn, MIA, SG,24,62,62,29.8,6.1,13.7, .448,2.1,5.8,0.36200000000000004,4.0,7.9,0.512,0.525,1.2,1.5,0.8370000000000001,0.3,2.4,2.7,3.4,0.8,0.2,1.6,2.3,15.6,24,1846,13.5,0.545,0.426,0.10800000000000001,1.2,8.7,5.1,18.7,1.4,0.6,10.2,23.7,1.0,1.4,2.4,0.064,-0.7,-1.3,-2.0,0.0,0,8
David Nwaba, BRK, SF,27,20,0,13.4,1.9,3.6, .521,0.6,1.4,0.429,1.3,2.2,0.581,0.606,0.9,1.4,0.667,0.4,1.9,2.3,0.4,0.6,0.6,0.4,1.6,5.2,27,268,14.0,0.627,0.39399999999999996,0.38,3.2,13.9,8.6,4.4,1.9,3.7,8.8,14.2,0.4,0.4,0.8,0.142,-1.1,2.0,1.0,0.2,0,15
Royce O'Neale, UTA, PF,26,64,55,29.1,2.2,5.0, .439,1.3,3.3,0.389,0.9,1.7,0.536,0.5670000000000001,0.6,0.8,0.735,0.3,5.0,5.3,2.5,0.7,0.4,0.8,2.8,6.3,26,1862,9.3,0.584,0.657,0.153,1.4,17.8,10.0,11.5,1.2,1.3,12.7,9.3,1.8,2.2,4.0,0.10400000000000001,-1.3,2.1,0.8,1.3,0,7
Kyle O'Quinn, PHI, C,29,26,1,9.9,1.3,2.8, .486,0.3,0.9,0.304,1.1,1.9,0.5710000000000001,0.535,0.4,0.7,0.526,1.2,2.5,3.8,1.3,0.2,0.8,0.7,1.3,3.3,29,258,18.1,0.541,0.319,0.264,13.7,28.3,21.0,19.1,0.9,7.3,18.3,16.5,0.3,0.5,0.8,0.155,-0.7,2.2,1.5,0.2,0,12
Semi Ojeleye, BOS, PF,25,61,5,14.6,1.1,2.6, .409,0.6,1.6,0.36700000000000005,0.5,1.0,0.475,0.522,0.4,0.5,0.893,0.4,1.6,2.0,0.5,0.3,0.1,0.2,1.0,3.1,25,891,7.6,0.557,0.616,0.17600000000000002,2.9,11.9,7.5,4.5,1.0,0.5,6.5,8.8,0.8,0.9,1.7,0.091,-2.1,0.5,-1.6,0.1,0,5
Jahlil Okafor, NOP, C,24,28,9,15.1,3.1,5.1, .611,0.0,0.1,0.5,3.1,5.1,0.613,0.615,1.3,2.1,0.638,1.6,2.6,4.3,1.3,0.3,0.7,1.3,2.3,7.6,24,424,17.8,0.631,0.013999999999999999,0.40299999999999997,11.4,18.2,14.8,12.6,0.8,3.7,17.5,19.8,0.7,0.4,1.1,0.129,-0.8,0.6,-0.2,0.2,0,18
Elie Okobo, PHO, PG,22,54,3,13.1,1.3,3.4, .398,0.5,1.3,0.35200000000000004,0.9,2.0,0.42700000000000005,0.467,0.9,1.2,0.687,0.3,1.3,1.6,2.1,0.4,0.1,0.7,1.0,4.0,22,707,10.5,0.511,0.392,0.37,2.5,11.6,6.9,21.5,1.6,0.5,15.3,14.9,0.4,0.5,0.9,0.059000000000000004,-2.0,-0.1,-2.1,0.0,0,21
Josh Okogie, MIN, SG,21,62,28,25.0,2.7,6.4, .427,0.7,2.5,0.266,2.1,3.9,0.529,0.479,2.5,3.1,0.7959999999999999,1.4,2.9,4.3,1.6,1.1,0.4,1.4,2.2,8.6,21,1547,11.5,0.5529999999999999,0.387,0.48,5.7,12.8,9.1,8.9,2.0,1.4,15.3,15.1,1.0,1.2,2.2,0.067,-2.4,0.0,-2.4,-0.1,0,28
KZ Okpala, MIA, SF,20,5,0,5.2,0.6,1.0, .600,0.0,0.2,0.0,0.6,0.8,0.75,0.6,0.2,0.4,0.5,0.2,0.8,1.0,0.2,0.4,0.2,0.2,0.4,1.4,20,26,13.7,0.595,0.2,0.4,4.5,16.6,10.8,5.5,3.8,3.8,14.5,11.7,0.0,0.0,0.1,0.11900000000000001,-1.2,4.0,2.7,0.0,0,8
